reading,r-035,,s-008,,,,,,,,,,,,,2024-06-15T09:00:00Z,1.8,none,,,
reading,r-036,,s-008,,,,,,,,,,,,,2024-06-15T09:15:00Z,2.2,none,,,
reading,r-037,,s-008,,,,,,,,,,,,,2024-06-15T09:30:00Z,2.6,warn,,,
reading,r-038,,s-008,,,,,,,,,,,,,2024-06-15T09:45:00Z,2.9,crit,,,
reading,r-039,,s-008,,,,,,,,,,,,,2024-06-15T10:00:00Z,1.5,none,,,
reading,r-040,,s-008,,,,,,,,,,,,,2024-06-15T10:15:00Z,1.2,none,,,
reading,r-041,,s-011,,,,,,,,,,,,,2024-06-15T08:00:00Z,-20.5,none,,,
reading,r-042,,s-011,,,,,,,,,,,,,2024-06-15T08:15:00Z,-20.2,none,,,
reading,r-043,,s-011,,,,,,,,,,,,,2024-06-15T08:30:00Z,-19.8,none,,,
reading,r-044,,s-011,,,,,,,,,,,,,2024-06-15T08:45:00Z,-18.9,none,,,
reading,r-045,,s-011,,,,,,,,,,,,,2024-06-15T09:00:00Z,-17.5,none,,,
reading,r-046,,s-011,,,,,,,,,,,,,2024-06-15T09:15:00Z,-15.8,none,,,
reading,r-047,,s-011,,,,,,,,,,,,,2024-06-15T09:30:00Z,-14.2,warn,,,
reading,r-048,,s-011,,,,,,,,,,,,,2024-06-15T09:45:00Z,-12.5,crit,,,
reading,r-049,,s-011,,,,,,,,,,,,,2024-06-15T10:00:00Z,-16.8,none,,,
reading,r-050,,s-011,,,,,,,,,,,,,2024-06-15T10:15:00Z,-19.2,none,,,
reading,r-051,,s-009,,,,,,,,,,,,,2024-06-15T08:00:00Z,45.2,none,,,
reading,r-052,,s-009,,,,,,,,,,,,,2024-06-15T08:15:00Z,48.6,none,,,
reading,r-053,,s-009,,,,,,,,,,,,,2024-06-15T08:30:00Z,52.1,none,,,
reading,r-054,,s-009,,,,,,,,,,,,,2024-06-15T08:45:00Z,58.4,none,,,
reading,r-055,,s-009,,,,,,,,,,,,,2024-06-15T09:00:00Z,65.2,none,,,
reading,r-056,,s-009,,,,,,,,,,,,,2024-06-15T09:15:00Z,72.8,none,,,
reading,r-057,,s-009,,,,,,,,,,,,,2024-06-15T09:30:00Z,78.5,none,,,
reading,r-058,,s-009,,,,,,,,,,,,,2024-06-15T09:45:00Z,82.3,warn,,,
reading,r-059,,s-009,,,,,,,,,,,,,2024-06-15T10:00:00Z,75.1,none,,,
reading,r-060,,s-009,,,,,,,,,,,,,2024-06-15T10:15:00Z,68.4,none,,,
alert,a-001,,,r-009,,,,,,,,,,,,,,,Temperature exceeded 35.0C threshold,true,john.smith
alert,a-002,,,r-017,,,,,,,,,,,,,,,Humidity exceeded 70.0% threshold,true,jane.doe
alert,a-003,,,r-029,,,,,,,,,,,,,,,Temperature exceeded 25.0C threshold,false,
alert,a-004,,,r-038,,,,,,,,,,,,,,,Vibration exceeded 2.5mm critical level,true,mike.wilson
alert,a-005,,,r-048,,,,,,,,,,,,,,,Cold storage temperature above -15.0C,true,jane.doe
alert,a-006,,,r-058,,,,,,,,,,,,,,,Motor temperature exceeded 80.0C threshold,false,
